added_at,name,artist,id,popularity,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,instrumentalness,key,time_signature,mode,duration_ms
2020-03-03T16:47:17Z,Saturdays (feat. HAIM),Twin Shadow,5ClqcvP4dYDDX6Zv3jPQD1,60,0.47,0.696,-4.749,0.104,0.0659,169.976,0.0962,0.802,3.85e-05,9,4,1,205442
2020-03-03T16:47:17Z,Saint,Blood Orange,2PzWUwFXApjQBZzKMl4Hd6,56,0.795,0.629,-8.704,0.0745,0.043,100.803,0.378,0.0667,0.000154,5,4,0,192010
2020-03-03T16:47:17Z,Everyone Acts Crazy Nowadays,Unknown Mortal Orchestra,6VPvz8SZWRFEoawyUTvQTt,51,0.816,0.755,-4.942,0.0828,0.473,120.008,0.178,0.735,2.66e-06,8,4,1,254973
2020-03-03T16:47:17Z,Less Is More,Choices,7MWJzAWFWT1ZSvf3D2dQrG,30,0.831,0.808,-5.002,0.0604,0.00635,121.994,0.203,0.49,0.314,2,4,1,314754
2020-03-03T16:47:17Z,Springtime,Ivana Parnasso,13FRCyzRG702n4PBpl0sot,2,0.792,0.577,-8.826,0.116,0.163,89.954,0.0476,0.695,0.0103,1,4,1,268412
2020-03-03T16:47:17Z,Opposite Side,Castlebed,3CMLUrl6JAwdhDwubP2Iz7,15,0.597,0.763,-8.888,0.0412,0.00172,99.992,0.106,0.251,0.872,2,4,1,225600
2020-03-03T16:47:17Z,Petals,TOPS,7EDzYP6nOwidhyMkrItbNa,54,0.822,0.706,-6.472,0.0387,0.193,128.707,0.129,0.895,0.00167,0,4,1,174536
2020-03-03T16:47:17Z,Darling,Real Estate,36PQh1G6h7n9VWB799fXpI,62,0.596,0.894,-5.407,0.0265,0.00878,132.994,0.104,0.572,0.00659,0,5,1,260387
2020-03-03T16:47:17Z,Queen,Perfume Genius,52WTLETEHs5jwCr7LCq0VW,55,0.418,0.547,-4.932,0.0295,0.211,131.99,0.187,0.13,0.0443,1,4,1,230720
2020-03-03T16:47:17Z,We Appreciate Power,Grimes,1RuWiwnl4QOjL1x2kJiOZG,59,0.54,0.926,-2.977,0.0525,0.0109,108.022,0.381,0.446,3.82e-05,2,4,0,335289
2020-03-03T16:47:17Z,Day Dreaming,Aretha Franklin,7L4G39PVgMfaeHRyi1ML7y,55,0.463,0.273,-15.364,0.074,0.907,146.426,0.101,0.293,0.000367,0,4,0,239960
2020-03-03T16:47:17Z,Door of the Cosmos,Sun Ra,32Lg670koSWkUZQ4ExgMzD,45,0.607,0.634,-8.313,0.0963,0.655,115.304,0.109,0.617,0.651,10,4,1,539720
2020-03-03T16:47:17Z,After Hours,The Weeknd,4ejyZ4uJEXUURcgKp1kP8v,91,0.663,0.567,-5.941,0.0309,0.0938,108.959,0.124,0.139,0.00978,5,4,0,361947
2020-03-03T16:47:17Z,Heart It Races - Cover Version,Dr. Dog,2vupkXhwL4sNCRgNu72HCZ,64,0.705,0.474,-13.081,0.0391,0.443,98.612,0.338,0.756,0.0553,10,4,1,233128
2020-03-03T16:47:17Z,Paper Cup,Real Estate,0fGseaY3EgFuCRYR8okcNi,51,0.546,0.756,-6.272,0.029,0.557,122.035,0.336,0.766,0.0494,9,4,1,270733
2020-03-03T16:47:17Z,Texas Sun,Khruangbin,3k5oLgungD1dSOGLqQdIQw,70,0.632,0.637,-10.011,0.0348,0.0352,111.551,0.0997,0.614,0.158,7,4,1,252812
2020-03-03T16:47:17Z,Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,67,0.598,0.673,-10.431,0.0693,0.0422,102.035,0.289,0.59,6.84e-05,2,4,1,197693
2020-03-03T16:47:17Z,Deus Me Dê Grana,Dead Combo,3ekmw2F2mv2FZzNa7TzTto,30,0.405,0.636,-10.462,0.0409,0.204,95.019,0.112,0.49,0.915,10,3,0,221499
2020-03-03T16:47:17Z,Lisboa Mulata,Dead Combo,7Dk2WPwsm6xqM326BWsJDR,19,0.349,0.755,-8.013,0.0413,0.206,159.683,0.291,0.855,0.242,9,4,0,262000
2020-03-03T16:47:17Z,Don’t Let Get You Down,Wajatta,0XvzfXYGaGTYH2LbVAD4G0,33,0.786,0.484,-10.619,0.0414,0.092,119.98,0.0884,0.295,0.848,8,4,1,276827
2020-03-03T16:47:17Z,Tonight,Wajatta,2zV74tleqm7QNASgGqEXPp,31,0.834,0.84,-6.717,0.057,0.437,123.975,0.0494,0.858,0.776,0,4,1,293347
2020-03-03T16:47:17Z,Silly Me,Yeasayer,4MbS4oNEbGOaiCi1rfZ2Pw,35,0.738,0.613,-6.295,0.0315,0.241,113.234,0.11,0.401,0.0,7,3,1,202773
2020-03-03T16:47:17Z,Everything Hits At Once,Spoon,7B6ikv2D6EoK1KfWvuJBLB,42,0.785,0.575,-8.105,0.0341,0.213,123.026,0.101,0.558,0.000144,9,4,1,244240
2020-03-03T16:47:17Z,Someday - triple j Like A Version,Julia Jacklin,2CxLla7i6lur02aOVMHPMK,53,0.567,0.235,-13.57,0.0322,0.454,81.678,0.0938,0.265,6.67e-06,11,4,1,264908
2020-03-03T16:47:17Z,ORCA,HANA,3zcKiJmqJbwuUXp7rzhkq0,31,0.657,0.723,-9.041,0.0317,0.211,126.068,0.124,0.128,0.729,2,4,1,209000
2020-03-03T16:47:17Z,Tropicalia,Beck,6rx6Ew1sday1KvsnD4HNdI,39,0.663,0.817,-6.938,0.0561,0.0464,81.549,0.131,0.784,0.000124,7,4,1,200307
2020-03-03T16:47:17Z,Suedehead - 2011 Remaster,Morrissey,76HJoPhDFxD7rizsbCmZND,50,0.529,0.989,-4.5,0.042,0.00126,142.29,0.0567,0.669,0.00148,2,4,1,235520
2020-03-03T16:47:17Z,Get Up (feat. Chamillionaire),Ciara,4PrquuUN34hswtM71OMvxS,67,0.941,0.631,-5.998,0.114,0.0366,128.597,0.0311,0.63,1.8e-06,1,4,0,263373
2020-03-03T16:47:17Z,Put It On Me,Ja Rule,0OvwzS8FX73Bw7ykMRmffU,63,0.831,0.79,-4.714,0.165,0.0024,93.14,0.0515,0.791,0.0,1,4,0,262827
2020-03-03T16:47:17Z,Lean On,Major Lazer,1Lim1Py7xBgbAkAys3AGAG,72,0.723,0.809,-3.081,0.0625,0.00346,98.007,0.565,0.274,0.00123,7,4,0,176561
2020-03-03T16:47:17Z,Final Song,MØ,4qqArAiTPueDxIp7cf87h7,69,0.695,0.672,-6.109,0.0345,0.014,104.988,0.0756,0.245,8.44e-05,1,4,0,235827
2020-03-03T16:47:17Z,Over,Tove Lo,3Fvk2XIJXWlt5KLIQiodAY,36,0.607,0.61,-5.628,0.0371,0.0462,156.988,0.09,0.388,0.0,0,4,1,224187
2020-03-03T16:47:17Z,Just Like Honey,The Jesus and Mary Chain,1LwP9g1Hjbs64jXM2Qsxry,61,0.341,0.552,-10.503,0.0423,8.02e-05,121.361,0.0591,0.486,0.616,8,4,1,182493
2020-03-03T16:47:17Z,I Keep Running,Commodores,2G9cBDzvP5cQdSFRGVBbf0,23,0.69,0.84,-8.819,0.0281,0.327,137.028,0.073,0.804,2.05e-06,9,4,0,252813
2020-03-03T16:47:17Z,"Baby, Come To Me",Patti Austin,03Wma4AcL2NXi0HPqhKJ1v,61,0.631,0.503,-12.083,0.0766,0.551,90.205,0.137,0.699,0.0,7,4,0,215387
2020-03-03T16:47:17Z,Goodmorning,Bleachers,1K13OsIMc0HLgEJHZoWH78,58,0.65,0.448,-9.534,0.0929,0.577,79.989,0.131,0.511,0.0,2,4,1,193413
2020-03-03T16:47:17Z,Sad Dream,Sky Ferreira,3hnlbzC6h0GxLfVmxAG4gA,44,0.674,0.46,-11.55,0.0292,0.647,116.058,0.114,0.314,1.02e-05,0,4,1,215867
2020-03-03T16:47:17Z,Sober,Lorde,0PXCdhnm9fRgrIgoMcteZa,56,0.796,0.467,-10.369,0.181,0.173,107.901,0.126,0.516,0.00411,6,4,1,197236
2020-02-18T16:07:59Z,Wakin on a Pretty Day,Kurt Vile,3cSlU4ZH4wzb5pM7wI1k3f,58,0.379,0.782,-8.163,0.0358,0.0472,101.698,0.265,0.549,0.748,11,4,1,570733
2020-02-18T16:07:59Z,Schism,TOOL,55mJleti2WfWEFNFcBduhc,67,0.567,0.714,-8.512,0.0302,0.0012,107.438,0.186,0.191,0.42,9,3,0,403533
2020-02-18T16:07:59Z,Shallow,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,86,0.572,0.385,-6.362,0.0308,0.371,95.799,0.231,0.323,0.0,7,4,1,215733
2020-02-18T16:07:59Z,Carry the Zero,Built To Spill,3HMOMdRPywfouYx5B4PvaH,55,0.264,0.812,-5.651,0.031,1.35e-05,94.095,0.0962,0.458,0.108,4,4,1,343893
2020-02-18T16:07:59Z,Necessary Evil,Unknown Mortal Orchestra,4dhARBZ8YLvm8oRDnCIeXr,61,0.828,0.724,-7.217,0.113,0.045,96.2,0.132,0.694,0.0618,9,4,1,317800
2020-02-18T16:07:59Z,Silver,Caribou,5xVZk4Vt12ViVyoircV9iP,48,0.612,0.607,-8.637,0.0396,0.141,79.975,0.104,0.661,0.167,1,4,0,316653
2020-02-18T16:07:59Z,Take It Easy (Ever After Lasting Love),White Denim,03pRnmoWR9IVKkIR73iGIG,44,0.591,0.453,-11.467,0.0369,0.728,98.943,0.142,0.397,0.0395,4,4,1,207107
2020-02-18T16:07:59Z,Here We Go,Lawrence Blatt,6PypihFxXKVBC5tnwPXqjE,0,0.429,0.436,-14.962,0.0303,0.806,159.299,0.121,0.648,0.811,5,4,1,211213
2020-02-18T16:07:59Z,The Girl From Notradamascus,Hill Briggs,1IXcHvT9uiRXzx9rE8PJ7G,0,0.577,0.691,-8.272,0.0296,0.0816,160.011,0.15,0.868,0.27,7,4,1,267886
2020-02-18T16:07:59Z,Spring Of Life,Avishai,0oyRQCMlIk692GWaE23At8,0,0.552,0.333,-14.625,0.039,0.879,112.985,0.326,0.134,0.065,8,4,1,613427
2020-02-18T16:07:59Z,Shallow,Beach Fossils,6X09R7ItzXOiS1hoWWbYKl,39,0.258,0.98,-4.384,0.0469,0.000487,167.978,0.214,0.711,0.786,4,4,1,197454
2020-02-18T16:07:59Z,Lady Grinning Soul - 2013 Remaster,David Bowie,3ZFurUI2qESabUHHyIlxa8,49,0.373,0.56,-8.419,0.0394,0.0326,93.208,0.0795,0.167,0.000166,4,4,1,235255
2020-02-18T16:07:59Z,Lady Grinning Soul - 2003 Remaster,David Bowie,67AVuwVXC5DU8ZbVfiDP3f,22,0.36,0.438,-11.919,0.0404,0.0186,96.454,0.0862,0.161,4.88e-05,4,4,1,232400
2020-02-18T16:07:59Z,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0fB77VOZ2FkQeKLv1DuEwp,71,0.461,0.102,-13.05,0.0897,0.967,71.835,0.164,0.259,2.1e-06,7,4,1,324499
2020-02-18T16:07:59Z,Sing It With Me - Guitar Acoustic,JP Cooper,3ervcAbQlmDNb619YwfZ1I,54,0.568,0.364,-9.771,0.0316,0.851,105.314,0.115,0.361,0.0,4,4,1,204806
2020-02-18T16:07:59Z,Tyrone,My Morning Jacket,0axsMumJxKRTuYCMb9oeWl,50,0.6,0.409,-10.353,0.0411,0.125,131.397,0.161,0.47,0.00483,11,3,1,312533
2020-02-18T16:07:59Z,Slip Away,Perfume Genius,3Gda1sTo2ZjbztjjsnAsP3,61,0.603,0.509,-6.824,0.0312,0.371,136.592,0.0627,0.572,2.66e-05,1,4,1,165330
2020-02-18T16:07:59Z,Call It Stormy Monday,B.B. King,74ebjC30zYX1M8OTuojNyE,31,0.456,0.538,-10.485,0.0352,0.135,100.356,0.238,0.306,0.0,0,3,1,437667
2020-02-18T16:07:59Z,Strange Overtones,David Byrne,7wXJyWtRktzx7shORVNX5B,49,0.694,0.838,-6.942,0.0465,0.271,109.976,0.612,0.809,0.00326,1,4,1,256493
2020-02-18T16:07:59Z,Dani California,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,75,0.556,0.913,-2.36,0.0437,0.0193,96.184,0.346,0.73,8.59e-06,0,4,1,282160
2020-02-18T16:07:59Z,Panic Switch,Silversun Pickups,597i9UhHbW8hHgBUp8Tm54,56,0.163,0.885,-4.623,0.0725,0.000202,198.556,0.228,0.549,0.0121,5,3,0,343907
2020-02-18T16:07:59Z,Dreams,Beck,14zhqtMI5xHrfCFCLhFcsn,57,0.582,0.938,-5.73,0.0392,0.000744,113.994,0.0841,0.794,0.0206,1,4,0,314487
2020-02-18T16:07:59Z,Road Head,Japanese Breakfast,6WVheb5G29cbDOzF4qMfli,58,0.54,0.674,-8.734,0.0296,0.0978,95.036,0.147,0.165,0.156,4,4,1,195107
2020-02-18T16:07:59Z,Staring at the Sun,TV On The Radio,14R2hUgIr8eu1VogXoLqUk,50,0.211,0.637,-7.817,0.0515,0.00304,119.224,0.107,0.148,0.00185,8,4,1,241213
2020-02-18T16:07:59Z,He Would Have Laughed,Deerhunter,6ZXoX3GiljGiuQpGCjWJI3,61,0.354,0.668,-7.9,0.0392,0.461,118.54,0.159,0.372,0.721,4,4,1,449373
2020-02-18T16:07:59Z,Can't Believe The Way We Flow,James Blake,6voR6zsWIn7vgZYGOFKYSZ,53,0.259,0.536,-10.309,0.0367,0.705,143.948,0.432,0.29,0.000501,8,4,1,267200
2020-02-18T16:07:59Z,It All Feels Right,Washed Out,0Z7S8ity4SYlkzbJpejd1v,53,0.316,0.748,-8.187,0.0413,0.000304,79.337,0.608,0.256,0.0139,2,4,1,245880
2020-02-18T16:07:59Z,Lemon Glow,Beach House,7pD6katrwWH7H3Xt8cIZS9,58,0.466,0.83,-7.504,0.0296,0.447,148.467,0.232,0.51,0.972,0,4,1,244947
2020-02-18T16:07:59Z,It's Now or Never,Elvis Presley,1XunTmhOcj3xwh4b8P3isX,58,0.643,0.491,-9.312,0.0344,0.642,126.399,0.286,0.753,0.00972,4,4,1,194600
2020-02-18T16:07:59Z,Superfly,Curtis Mayfield,4XsH9zBWPOCdXoH9ZDdS8r,53,0.784,0.708,-9.141,0.11,0.457,120.109,0.0913,0.749,7.5e-05,2,4,1,233600
2020-02-18T16:07:59Z,Run Fay Run,Isaac Hayes,5mwaa3dQPx9LVEJG5cXqFS,32,0.754,0.834,-11.71,0.0534,0.0258,118.669,0.0503,0.962,0.648,0,4,0,166493
2020-02-18T16:07:59Z,The Magnificent Moon,Mildlife,2gEOUPrIi4NgX175mZbKH7,50,0.59,0.802,-5.776,0.0371,0.558,112.024,0.164,0.637,0.699,5,4,0,532067
2020-02-18T16:07:59Z,Motion Sickness,Phoebe Bridgers,6LxcPUqx6noURdA5qc4BAT,66,0.652,0.545,-9.021,0.0358,0.774,107.019,0.0847,0.626,0.0428,1,4,1,229760
2020-02-18T16:07:59Z,TenTwentyTen,Generationals,5v6fwkgHeF0N32LmEoQyQB,54,0.622,0.829,-5.066,0.0482,0.0289,86.069,0.0749,0.752,0.00532,9,4,1,202613
2020-02-18T16:07:59Z,Hunnybee,Unknown Mortal Orchestra,3DPFmwFtV5ElQaTniLOdgk,69,0.956,0.373,-7.963,0.0773,0.569,119.994,0.314,0.568,0.394,6,4,1,268333
2020-02-18T16:07:59Z,Less Is More - Ibiza Chill Original Mix,Lounge Pilots,2NXw9Ae7f9Ek964qxevnbP,0,0.759,0.463,-8.577,0.0278,0.792,119.955,0.133,0.262,0.000509,0,4,0,289785
2020-02-18T16:07:59Z,Clean up Woman,Betty Wright,6uqTETWok9npbL4c9cuLVh,57,0.865,0.652,-9.046,0.143,0.566,90.081,0.0833,0.829,0.000919,5,4,1,169533
2020-02-18T16:07:59Z,After The Pain,Betty Wright,6jC4P4UddgJKz4MOdpYlOo,44,0.611,0.478,-13.737,0.145,0.316,171.288,0.0677,0.742,0.0,0,4,1,420960
2020-02-18T16:07:59Z,I'm Gonna Tear Your Playhouse Down,Ann Peebles,62i5IYsfk28UiViWTeEw2x,50,0.727,0.314,-12.519,0.0282,0.0224,98.092,0.177,0.794,0.00234,7,4,0,165040
2020-02-18T16:07:59Z,"Trouble, Heartaches & Sadness",Ann Peebles,0ryoOkpaDeSQRoYQGGJAxn,44,0.575,0.357,-8.386,0.0464,0.438,157.444,0.077,0.534,0.000446,2,4,0,161400
2020-02-18T16:07:59Z,Connected,Stereo MC's,5t09SnxOR2AelOghumKkXO,47,0.647,0.798,-12.144,0.0365,0.0498,100.631,0.0722,0.706,0.00221,1,4,0,314133
2020-02-18T16:07:59Z,Black Gold,Stereo MC's,1zMEJMUrfTbjzuN4nbhpdU,21,0.71,0.823,-6.244,0.0372,0.00863,120.003,0.0878,0.36,0.118,4,4,0,251263
2020-02-18T16:07:59Z,Funkytown,Lipps Inc.,1qPNqO3m9NIjvhIVc5ex6y,32,0.887,0.393,-14.573,0.0898,0.00136,122.464,0.0788,0.337,0.587,0,4,1,469240
2020-02-18T16:07:59Z,Reptilia,The Strokes,57Xjny5yNzAcsxnusKmAfA,73,0.486,0.666,-5.084,0.033,0.000563,157.992,0.101,0.741,0.789,9,4,1,219754
2020-02-18T16:07:59Z,Miku,Anamanaguchi,2MQwgtSGxPKUiI2Qr5am7V,60,0.717,0.714,-5.984,0.0879,0.27,127.965,0.191,0.566,0.000404,1,4,1,223125
2020-02-18T16:07:59Z,Музыка звучит,Hanna,10qKJE8fbmjnbgwKsmCwB3,48,0.802,0.72,-5.733,0.0952,0.329,110.012,0.189,0.688,0.0,11,4,0,220364
2020-02-18T16:07:59Z,Ghosts (feat. Hana),Tchami,5LGEEhT48ta9X8vHGCzwby,56,0.679,0.87,-10.264,0.0419,0.00664,124.002,0.0579,0.76,0.853,6,4,1,296342
2020-02-18T16:07:59Z,Your Love (Déjà Vu),Glass Animals,5DYD4zlGiFlkpLaf2Bk8Vl,72,0.854,0.671,-7.158,0.0543,0.019,107.994,0.105,0.631,0.383,7,4,1,234372
2020-02-18T16:07:59Z,Tokyo Drifting (with Denzel Curry),Glass Animals,3AHqaOkEFKZ6zEHdiplIv7,72,0.708,0.496,-8.175,0.0496,0.0816,128.914,0.102,0.412,0.000109,8,4,0,217693
2020-02-18T16:07:59Z,The Ballad Of Curtis Loew,Lynyrd Skynyrd,6PPhp1qpAjLUxQr75vSD4H,59,0.432,0.425,-12.165,0.0918,0.312,144.822,0.105,0.589,3.19e-06,9,4,1,291736
2020-02-18T16:07:59Z,cheatercheaterbestfriendeater,Never Shout Never,2waLDWGLc4Q14ZVyDNrxLM,56,0.768,0.683,-7.173,0.0604,0.388,99.955,0.286,0.669,0.0,7,4,1,178144
2020-02-18T16:07:59Z,Fantasy,"Earth, Wind & Fire",2GH5jo15wbTv1Ll7zXEzSg,47,0.608,0.745,-8.772,0.0857,0.323,88.941,0.135,0.614,0.00428,4,4,0,277413
2020-02-18T16:07:59Z,Runaway,Kanye West,3DK6m7It6Pw857FcQftMds,71,0.571,0.568,-3.827,0.0703,0.218,86.986,0.512,0.109,0.0021,1,4,0,547733
2020-02-18T16:07:59Z,Stupid Love,Lady Gaga,2kJu14V7hbZw3I4K8L8SXb,89,0.676,0.815,-4.294,0.0625,0.00146,117.973,0.275,0.796,0.00041,8,4,1,193531
2020-02-18T16:07:59Z,These Days,Nico,3uCkIqD0VzQUijbs8WIizs,62,0.401,0.13,-17.638,0.0312,0.989,93.091,0.101,0.213,0.305,5,4,1,210653
2020-02-18T16:07:59Z,Chimes in the Night,Cat Clyde,2YCRiS7v0Cwhh1Gy4QdGV1,28,0.455,0.231,-11.778,0.0531,0.962,69.795,0.0939,0.0838,0.0054,11,4,1,210813
2020-02-18T16:07:59Z,Soothing,Laura Marling,2KKBONcn6UBAH3paFgPkfZ,47,0.677,0.298,-11.676,0.0501,0.419,143.219,0.108,0.552,0.0802,2,4,0,256907
2020-02-18T16:07:59Z,Me And The Devil,Gil Scott-Heron,7qifEQoJM6TYDfiZLgZFV0,30,0.686,0.808,-5.516,0.0351,0.0154,83.494,0.103,0.416,0.0146,10,4,0,213707
2020-02-18T16:07:59Z,Powa,Tune-Yards,1NjmSXMzvwoM3lHmDRcUfs,50,0.753,0.315,-7.458,0.0323,0.677,109.613,0.129,0.524,7.66e-05,5,4,1,303800
2020-02-18T16:07:59Z,Strange Powers,The Magnetic Fields,7ywp9MWERblgkSMoMBugC0,48,0.668,0.677,-8.154,0.0318,0.526,131.767,0.129,0.963,2.43e-05,0,4,1,161613
2020-01-23T01:24:23Z,Test the Waters,Autograf,4zDZY6XnZRjGlRDr9h5gOG,50,0.635,0.634,-6.808,0.0443,0.597,159.957,0.123,0.412,0.0202,1,4,0,228000
2020-01-23T01:24:23Z,Dream,Autograf,45dkXL85qYZLEU8rM22QOQ,49,0.839,0.644,-5.159,0.0429,0.161,104.98,0.086,0.102,0.762,2,4,0,279429
2020-01-23T01:24:23Z,Don't You Evah,Spoon,7BL20x1o7Xp13doge3OeRP,52,0.77,0.615,-7.165,0.0294,0.0425,120.891,0.169,0.961,0.0,6,4,1,216720
2020-01-23T01:24:23Z,A Dream of You and Me,Future Islands,75dPA4e9zmNGZCMnTxHj6P,55,0.691,0.937,-4.123,0.0391,0.432,136.995,0.102,0.824,0.0546,10,4,1,239307
2020-01-23T01:24:23Z,Anemone,The Brian Jonestown Massacre,70WSr32oW4jC1na5I0j0D6,61,0.527,0.636,-12.888,0.0347,0.0599,83.101,0.204,0.607,0.843,5,4,0,334467
2020-01-23T01:24:23Z,Come Find Me,Emile Haynie,2KDmOXg95Jf5JXCwIhBRmk,39,0.217,0.364,-6.786,0.0314,0.872,75.26,0.0961,0.0519,0.844,6,3,0,172867
2020-01-23T01:24:23Z,What I Do...,Taylor Janzen,4wkFO9bOxq14haUb0lC0fB,50,0.731,0.537,-6.112,0.0315,0.0321,107.945,0.11,0.521,7.05e-05,9,4,1,180307
2020-01-23T01:24:23Z,Sight of the Sun - Single Version,fun.,4orHVYvdG5v4G4bmp2Lwdg,52,0.626,0.703,-5.247,0.0306,0.0275,92.054,0.0903,0.522,1.66e-06,11,4,1,210373
2020-01-23T01:24:23Z,(If You Let Me Make Love to You Then) Why Can't I Touch You?,Ronnie Dyson,5QQOXL6qvhobRG7zfjQCXW,18,0.398,0.692,-8.596,0.045,0.496,93.907,0.394,0.65,0.0,0,4,1,203747
2020-01-23T01:24:23Z,I Don't Wanna Cry,Ronnie Dyson,2xrrqEl6GRp5HXS6qotswz,7,0.507,0.692,-9.315,0.0487,0.206,109.556,0.312,0.714,0.0,5,4,1,180333
2020-01-23T01:24:23Z,Vitamin C,CAN,33Cnk0tZBZlNVp9If1HqEv,23,0.659,0.762,-9.747,0.0431,0.00541,117.159,0.168,0.872,0.63,4,4,0,213160
2020-01-23T01:24:23Z,SE DET LILLE TOG,Lotte Kærså & Græsrødderne,3NZEQoiTQv1c4TK1TNLeMD,21,0.817,0.826,-10.141,0.0812,0.116,136.989,0.152,0.972,0.00707,0,4,1,166766
2020-01-23T01:24:23Z,Living in the Sunlight,Carl Hakansson,7AkvehH6yXwCRZUGf8zJ2L,12,0.445,0.457,-10.345,0.0441,0.487,131.617,0.368,0.449,0.00735,2,4,0,133480
2020-01-23T01:24:23Z,Blue Monday - Wonder Woman 1984 - Epic Version,Alala,1R9N9DBcTO3LVLDYKyP2KE,45,0.633,0.627,-10.852,0.0291,0.0458,130.006,0.112,0.426,0.747,1,4,1,378000
2020-01-23T01:24:23Z,The Beat Supreme,Client Liaison,6TYMIZuknM3zjdvRCxnQDi,36,0.773,0.655,-5.266,0.0596,0.0786,102.0,0.353,0.548,0.00148,1,4,1,263565
2020-01-23T01:24:23Z,Toxic,Archimia,05YCL7ZvxbAgBdtfoqoymJ,35,0.466,0.411,-7.975,0.0394,0.622,148.072,0.172,0.532,0.792,8,4,1,177265
2020-01-23T01:24:23Z,Gotta Understand,Jurassic 5,61YLJHPPRYtbwid1WdZEXM,33,0.917,0.505,-6.406,0.289,0.119,97.092,0.0703,0.649,0.0,1,4,1,227000
2020-01-23T01:24:23Z,C-Side,Khruangbin,6GvAM8oyVApQHGMgpBt8yl,62,0.688,0.779,-10.129,0.0579,0.0387,94.073,0.349,0.938,0.118,11,4,0,283407
2020-01-23T01:24:23Z,Adios Amigos,Grouplove,3J9AIUwzgShM5rySLoyRas,36,0.405,0.826,-5.151,0.0831,0.000881,92.933,0.886,0.539,3.86e-06,11,4,1,222987
2020-01-23T01:24:23Z,New Dawn,Francis Monkman,4iSeKmd5xAIeSqVVe6DPU4,0,0.381,0.34,-14.505,0.0345,0.175,120.906,0.0976,0.218,0.00211,0,4,1,220213
2020-01-23T01:24:23Z,Starfighter,Pete Kelly,1WiKiTaZhMQB2SVrTDH7Zr,0,0.58,0.605,-14.801,0.0407,0.1,130.521,0.0812,0.724,0.694,0,4,1,167493
2020-01-23T01:24:23Z,I Only Have Eyes for You,The Flamingos,3YdKJzcoMZMacISlpY4QoP,58,0.552,0.313,-12.41,0.0296,0.916,88.554,0.12,0.303,0.0017,5,3,1,202773
2020-01-23T01:24:23Z,Beer Never Broke My Heart,Luke Combs,3RzcoFkZ0AOp2nH71jP504,77,0.54,0.863,-4.483,0.0481,0.0138,77.0,0.0874,0.64,0.0,1,4,1,186733
2020-01-23T01:24:23Z,Sideshow,Kit Hain,2iOxfq6jdUWhPRB1rNl98B,0,0.636,0.312,-17.663,0.0285,0.0679,143.186,0.0765,0.419,2.03e-05,0,4,1,283573
2020-01-23T01:24:23Z,Sometimes Love Is,Jane Kelly Williams,3AbfWykNtFivEh17r6yUaH,11,0.505,0.312,-8.563,0.0264,0.886,76.927,0.107,0.29,3.64e-06,10,4,1,250093
2020-01-23T01:24:23Z,Something in the Air,Kit Hain,3zyo0GOzWqIB7dcJ49uads,0,0.328,0.497,-14.338,0.0308,0.0655,176.066,0.279,0.487,0.000336,1,4,1,277400
2020-01-23T01:24:23Z,Cake By The Ocean,DNCE,76hfruVvmfQbw0eYn1nmeC,78,0.774,0.753,-5.445,0.0517,0.153,119.002,0.0371,0.896,0.0,4,4,0,219147
2020-01-23T01:24:23Z,Free - Mood II Swing Radio Edit,Ultra Naté,0dc6CJ6BsiKxyPvW4yABLo,59,0.756,0.915,-6.094,0.0371,0.00405,124.97,0.0371,0.741,0.000171,8,4,1,233293
2020-01-23T01:24:23Z,If You Could Read My Mind,Ultra Naté,1bOJQnJsFW5LZOgGp4K2mb,48,0.609,0.88,-7.407,0.0742,0.0405,126.981,0.284,0.389,0.0,3,4,1,206773
2020-01-23T01:24:23Z,Free - Mood II Swing Extended Vocal Mix,Ultra Naté,1no1RWIahrxPdcHH9uRvGk,40,0.772,0.823,-7.248,0.0498,0.00184,124.992,0.0369,0.29,0.0735,1,4,1,726037
2020-01-23T01:24:23Z,Social,Squirtgun,5zxBESMqR6rS6XfSYHmc7J,19,0.527,0.963,-7.054,0.0442,0.00328,101.786,0.123,0.548,0.0,7,4,1,215959
2020-01-23T01:24:23Z,Timebomb,Teddy Presberg,78Sslp9jmkKSfQXY98tQY1,0,0.383,0.573,-7.495,0.0511,0.731,101.713,0.072,0.228,0.0141,5,3,0,319838
2020-01-23T01:24:23Z,Timebomb - Broken Soul Remix,Teddy Presberg,0RNBKvlLgBXNvUUbXlNHZw,0,0.626,0.596,-10.568,0.0456,0.276,139.967,0.116,0.192,0.822,8,4,0,332571
2020-01-23T01:24:23Z,Timebomb - Funky Destination remix,Teddy Presberg,1KuK9SRRWWADbNCk6RMLZv,5,0.722,0.816,-6.371,0.0348,0.461,120.023,0.725,0.684,0.654,7,4,1,282174
2020-01-23T01:24:23Z,Ground Hog Blues,Sonny Boy Williamson I,6jD6sB0NA82Kvf1yqFzgcL,0,0.611,0.205,-16.618,0.0865,0.99,93.823,0.119,0.568,4.42e-05,9,4,1,164441
